99@GeneralArea@G_00022@@@@Swatow@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Shantou)@@@@@@@@@@@@@@@@@@@@
100@GeneralArea@G_00023@@@@Shao-chao@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Shaoguan)@@@@@@@@@@@@@@@@@@@@
101@GeneralArea@G_00024@@@@Moukden@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Shenyang)@@@@@@@@@@@@@@@@@@@@
102@GeneralArea@G_00025@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Shuoxian)@@@@@@@@@@@@@@@@@@@@
103@GeneralArea@G_00026@@@@Pakhoi@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Beihai)@@@@@@@@@@@@@@@@@@@@
104@GeneralArea@G_00027@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Siping)@@@@@@@@@@@@@@@@@@@@
105@GeneralArea@G_00028@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Suzhou)@@@@@@@@@@@@@@@@@@@@
106@GeneralArea@G_00029@@@@Taiyuanfu@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Taiyuan)@@@@@@@@@@@@@@@@@@@@
107@GeneralArea@G_00030@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Tianshui)@@@@@@@@@@@@@@@@@@@@
108@GeneralArea@G_00031@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Weihai)@@@@@@@@@@@@@@@@@@@@
109@GeneralArea@G_00032@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Wenchow)@@@@@@@@@@@@@@@@@@@@
110@GeneralArea@G_00033@@@@Huguang@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Eastern Hubei)@@@@@@@@@@@@@@@@@@@@
111@GeneralArea@G_00034@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Wuhu)@@@@@@@@@@@@@@@@@@@@
112@GeneralArea@G_00035@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Urumqi)@@@@@@@@@@@@@@@@@@@@
113@GeneralArea@G_00036@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Wuzhou)@@@@@@@@@@@@@@@@@@@@
114@GeneralArea@G_00037@@@@Amoy@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Xiamen)@@@@@@@@@@@@@@@@@@@@
115@GeneralArea@G_00039@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Xiangtan)@@@@@@@@@@@@@@@@@@@@
116@GeneralArea@G_00040@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Siangyang)@@@@@@@@@@@@@@@@@@@@
117@GeneralArea@G_00041@@@@Xinxiang@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Northern Honan)@@@@@@@@@@@@@@@@@@@@
118@GeneralArea@G_00042@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Xingtai)@@@@@@@@@@@@@@@@@@@@
119@GeneralArea@G_00043@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Xining)@@@@@@@@@@@@@@@@@@@@
120@GeneralArea@G_00044@@@@Xinyang@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Southern Henan)@@@@@@@@@@@@@@@@@@@@
121@GeneralArea@G_00045@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Xuzhou)@@@@@@@@@@@@@@@@@@@@
122@GeneralArea@G_00046@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Yan’an)@@@@@@@@@@@@@@@@@@@@
123@GeneralArea@G_00047@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Yangzhou)@@@@@@@@@@@@@@@@@@@@
124@GeneralArea@G_00048@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Leshan)@@@@@@@@@@@@@@@@@@@@
125@GeneralArea@G_00049@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Yibin)@@@@@@@@@@@@@@@@@@@@
126@GeneralArea@G_00050@@@@Yichang@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Southwest Hubei)@@@@@@@@@@@@@@@@@@@@
127@GeneralArea@G_00051@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Yinchuan)@@@@@@@@@@@@@@@@@@@@
128@GeneralArea@G_00052@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Yingkou)@@@@@@@@@@@@@@@@@@@@
129@GeneralArea@G_00053@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Changzhi)@@@@@@@@@@@@@@@@@@@@
130@GeneralArea@G_00054@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Yuncheng)@@@@@@@@@@@@@@@@@@@@
131@GeneralArea@G_00055@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Changsha)@@@@@@@@@@@@@@@@@@@@
132@GeneralArea@G_00056@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Changde)@@@@@@@@@@@@@@@@@@@@
133@GeneralArea@G_00057@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Zhaotong)@@@@@@@@@@@@@@@@@@@@
134@GeneralArea@G_00058@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Zhengzhou)@@@@@@@@@@@@@@@@@@@@
135@GeneralArea@G_00059@@@@Zhumadian@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Southern Honan)@@@@@@@@@@@@@@@@@@@@
136@GeneralArea@G_00060@@@@Anking@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Anqing)@@@@@@@@@@@@@@@@@@@@
137@GeneralArea@G_00061@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Jiangnan)@@@@@@@@@@@@@@@@@@@@
138@GeneralArea@G_00062@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Zaitun)@@@@@@@@@@@@@@@@@@@@
139@GeneralArea@G_00063@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Pingliang)@@@@@@@@@@@@@@@@@@@@
140@GeneralArea@G_00064@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Fatshan)@@@@@@@@@@@@@@@@@@@@
141@GeneralArea@G_00065@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Jiamusi)@@@@@@@@@@@@@@@@@@@@
142@GeneralArea@G_00066@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Nanyang)@@@@@@@@@@@@@@@@@@@@
143@GeneralArea@G_00067@@@@Chengtu@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Chengdu)@@@@@@@@@@@@@@@@@@@@
144@GeneralArea@G_00068@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Northwest Hubei)@@@@@@@@@@@@@@@@@@@@
145@GeneralArea@G_00069@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Yueyang)@@@@@@@@@@@@@@@@@@@@
146@GeneralArea@G_00071@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Southern Hunan)@@@@@@@@@@@@@@@@@@@@
147@GeneralArea@G_00072@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Jinzhou)@@@@@@@@@@@@@@@@@@@@
148@GeneralArea@G_00073@@@@Southern Shensi@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Hanzhong)@@@@@@@@@@@@@@@@@@@@
149@GeneralArea@G_00074@@@@Chefoo@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Yantai)@@@@@@@@@@@@@@@@@@@@
150@GeneralArea@G_00075@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Chifeng)@@@@@@@@@@@@@@@@@@@@
151@GeneralArea@G_00076@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Southern Setchoan)@@@@@@@@@@@@@@@@@@@@
152@GeneralArea@G_00077@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Dali)@@@@@@@@@@@@@@@@@@@@
153@GeneralArea@G_00078@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Ankang)@@@@@@@@@@@@@@@@@@@@
154@GeneralArea@G_00079@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Datong)@@@@@@@@@@@@@@@@@@@@
155@GeneralArea@G_00080@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Enshi)@@@@@@@@@@@@@@@@@@@@
156@GeneralArea@G_00081@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Fushun)@@@@@@@@@@@@@@@@@@@@
157@GeneralArea@G_00082@@@@Foochow@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Fuzhou)@@@@@@@@@@@@@@@@@@@@
158@GeneralArea@G_00083@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Ganzhou)@@@@@@@@@@@@@@@@@@@@
159@GeneralArea@G_00084@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Western Setchoan)@@@@@@@@@@@@@@@@@@@@
160@GeneralArea@G_00085@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Guangzhou)@@@@@@@@@@@@@@@@@@@@
161@GeneralArea@G_00086@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Guilin)@@@@@@@@@@@@@@@@@@@@
162@GeneralArea@G_00087@@@@Kweiyang@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Guiyang)@@@@@@@@@@@@@@@@@@@@
163@GeneralArea@G_00088@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Harbin)@@@@@@@@@@@@@@@@@@@@
164@GeneralArea@G_00089@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Southwestern Chi-Li)@@@@@@@@@@@@@@@@@@@@
165@GeneralArea@G_00090@@@@Hangchou@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Hangzhou)@@@@@@@@@@@@@@@@@@@@
166@GeneralArea@G_00091@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Hengyang)@@@@@@@@@@@@@@@@@@@@
167@GeneralArea@G_00092@@@@Suiyüan@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Inner Mongolia)@@@@@@@@@@@@@@@@@@@@
168@GeneralArea@G_00093@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Ji’an)@@@@@@@@@@@@@@@@@@@@
169@GeneralArea@G_00094@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Jiangmen)@@@@@@@@@@@@@@@@@@@@
170@GeneralArea@G_00095@@@@Hupeh@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Hubei)@@@@@@@@@@@@@@@@@@@@
171@GeneralArea@G_00096@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Hebei)@@@@@@@@@@@@@@@@@@@@
172@GeneralArea@G_00097@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Hainan)@@@@@@@@@@@@@@@@@@@@
173@GeneralArea@G_00098@@@@Hongkong; Kowloon@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Hong Kong)@@@@@@@@@@@@@@@@@@@@
174@GeneralArea@G_00099@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Northern Manchuria)@@@@@@@@@@@@@@@@@@@@
175@GeneralArea@G_00100@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Hunan)@@@@@@@@@@@@@@@@@@@@
176@GeneralArea@G_00101@@@@Manchuria@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Jilin)@@@@@@@@@@@@@@@@@@@@
177@GeneralArea@G_00102@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Kiam-Si)@@@@@@@@@@@@@@@@@@@@
178@GeneralArea@G_00103@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Southern Manchuria)@@@@@@@@@@@@@@@@@@@@
179@GeneralArea@G_00104@@@@Peking@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Beijing)@@@@@@@@@@@@@@@@@@@@
180@GeneralArea@G_00105@@@@Macau@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Macao)@@@@@@@@@@@@@@@@@@@@
181@GeneralArea@G_00106@@@@Tartary@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Mongolia)@@@@@@@@@@@@@@@@@@@@
182@GeneralArea@G_00107@@@@Setchoan@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Sichuan)@@@@@@@@@@@@@@@@@@@@
183@GeneralArea@G_00108@@@@Shantung@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Shandong)@@@@@@@@@@@@@@@@@@@@
184@GeneralArea@G_00109@@@@ScenSi; Shensi@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Shaanxi)@@@@@@@@@@@@@@@@@@@@
185@GeneralArea@G_00110@@@@Shansi@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Shanxi)@@@@@@@@@@@@@@@@@@@@
186@GeneralArea@G_00111@@@@Chongking@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Chongqing)@@@@@@@@@@@@@@@@@@@@
187@GeneralArea@G_00112@@@@Tiantsin; Zhili@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Tianjin)@@@@@@@@@@@@@@@@@@@@
188@GeneralArea@G_00113@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Xinjiang)@@@@@@@@@@@@@@@@@@@@
189@GeneralArea@G_00114@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Yunnan)@@@@@@@@@@@@@@@@@@@@
190@GeneralArea@G_00115@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Chekiang)@@@@@@@@@@@@@@@@@@@@
191@GeneralArea@G_00116@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Fo-kien)@@@@@@@@@@@@@@@@@@@@
192@GeneralArea@G_00117@@@@Kouantong@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Guangdong)@@@@@@@@@@@@@@@@@@@@
193@GeneralArea@G_00118@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Gansu)@@@@@@@@@@@@@@@@@@@@
194@GeneralArea@G_00119@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Kouang-si)@@@@@@@@@@@@@@@@@@@@
195@GeneralArea@G_00120@@@@Kouytcheou; Kweichow; Hweichow@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Guizhou)@@@@@@@@@@@@@@@@@@@@
196@GeneralArea@G_00121@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Henan)@@@@@@@@@@@@@@@@@@@@
197@GeneralArea@G_00122@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Puzhouzhen)@@@@@@@@@@@@@@@@@@@@
198@GeneralArea@G_00123@@@@Kanting@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Kangding)@@@@@@@@@@@@@@@@@@@@
199@GeneralArea@G_00124@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@General Area (Shashi)@@@@@@@@@@@@@@@@@@@@
